dish_id,image_path,mass,n_masks_raw,n_masks_kept,seg_conf_mean,seg_conf_max,image_h,image_w,image_area_px,area_group_bread,count_group_bread,pvol_group_bread,area_group_dairy_dessert,count_group_dairy_dessert,pvol_group_dairy_dessert,area_group_dairy_fat,count_group_dairy_fat,pvol_group_dairy_fat,area_group_dessert,count_group_dessert,pvol_group_dessert,area_group_fruit,count_group_fruit,pvol_group_fruit,area_group_fruit_dried,count_group_fruit_dried,pvol_group_fruit_dried,area_group_fruit_fat,count_group_fruit_fat,pvol_group_fruit_fat,area_group_leafy_veg,count_group_leafy_veg,pvol_group_leafy_veg,area_group_liquid,count_group_liquid,pvol_group_liquid,area_group_meat,count_group_meat,pvol_group_meat,area_group_meat_processed,count_group_meat_processed,pvol_group_meat_processed,area_group_mixed_main,count_group_mixed_main,pvol_group_mixed_main,area_group_mushroom,count_group_mushroom,pvol_group_mushroom,area_group_nuts,count_group_nuts,pvol_group_nuts,area_group_protein,count_group_protein,pvol_group_protein,area_group_sauce,count_group_sauce,pvol_group_sauce,area_group_seafood,count_group_seafood,pvol_group_seafood,area_group_seaweed,count_group_seaweed,pvol_group_seaweed,area_group_starch,count_group_starch,pvol_group_starch,area_group_starch_legume,count_group_starch_legume,pvol_group_starch_legume,area_group_starch_main,count_group_starch_main,pvol_group_starch_main,area_group_starch_veg,count_group_starch_veg,pvol_group_starch_veg,area_group_unknown,count_group_unknown,pvol_group_unknown,area_group_vegetable,count_group_vegetable,pvol_group_vegetable,area_px,sqrt_area,log_area,area_ratio,n_unique_seg_classes,union_area_px,union_perimeter,union_compactness,union_solidity,union_equiv_diameter,top1_seg_class,top1_density_group,top1_area_ratio,top2_seg_class,top2_density_group,top2_area_ratio,top3_seg_class,top3_density_group,top3_area_ratio,dominant_seg_class,dominant_density_group,union_p05p95_ring015_plate_depth,union_p05p95_ring015_vol_plate_minus_food,union_p05p95_ring015_vol_food_minus_plate,union_p05p95_ring015_mean_abs_height,union_p05p95_ring015_p75_abs_height,union_p05p95_ring015_p95_abs_height,union_p05p95_ring035_plate_depth,union_p05p95_ring035_vol_plate_minus_food,union_p05p95_ring035_vol_food_minus_plate,union_p05p95_ring035_mean_abs_height,union_p05p95_ring035_p75_abs_height,union_p05p95_ring035_p95_abs_height,union_p05p95_ring070_plate_depth,union_p05p95_ring070_vol_plate_minus_food,union_p05p95_ring070_vol_food_minus_plate,union_p05p95_ring070_mean_abs_height,union_p05p95_ring070_p75_abs_height,union_p05p95_ring070_p95_abs_height,union_iqrz_ring015_plate_depth,union_iqrz_ring015_vol_plate_minus_food,union_iqrz_ring015_vol_food_minus_plate,union_iqrz_ring015_mean_abs_height,union_iqrz_ring015_p75_abs_height,union_iqrz_ring015_p95_abs_height,union_iqrz_ring035_plate_depth,union_iqrz_ring035_vol_plate_minus_food,union_iqrz_ring035_vol_food_minus_plate,union_iqrz_ring035_mean_abs_height,union_iqrz_ring035_p75_abs_height,union_iqrz_ring035_p95_abs_height,union_iqrz_ring070_plate_depth,union_iqrz_ring070_vol_plate_minus_food,union_iqrz_ring070_vol_food_minus_plate,union_iqrz_ring070_mean_abs_height,union_iqrz_ring070_p75_abs_height,union_iqrz_ring070_p95_abs_height,area_ratio_group_bread,area_ratio_group_dairy_dessert,area_ratio_group_dairy_fat,area_ratio_group_dessert,area_ratio_group_fruit,area_ratio_group_fruit_dried,area_ratio_group_fruit_fat,area_ratio_group_leafy_veg,area_ratio_group_liquid,area_ratio_group_meat,area_ratio_group_meat_processed,area_ratio_group_mixed_main,area_ratio_group_mushroom,area_ratio_group_nuts,area_ratio_group_protein,area_ratio_group_sauce,area_ratio_group_seafood,area_ratio_group_seaweed,area_ratio_group_starch,area_ratio_group_starch_legume,area_ratio_group_starch_main,area_ratio_group_starch_veg,area_ratio_group_unknown,area_ratio_group_vegetable,food101_top1,food101_top1_conf,food101_dish_group,food101_entropy,food101_top2,food101_top2_conf,food101_top3,food101_top3_conf,food101_top4,food101_top4_conf,food101_top5,food101_top5_conf
dish_1561662216,nutrition5k\imagery\realsense_overhead\dish_1561662216\rgb.png,193.0,19,19,0.39184228997481496,0.9003087878227234,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6885.0,4.0,317.06908416748047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50436.0,3.0,8236.847211837769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3415.0,9.0,40.74730862211436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337.0,3.0,26.55302907526493,59933,244.8121728999602,11.000999235760204,0.19509440104166667,6,59933,8507.634340882301,0.000828034412333768,0.5982531443401876,276.2409557516997,salad,leafy_veg,0.6213104633507417,bean sprouts,leafy_veg,0.18438923464535398,pudding,dessert,0.03939398995545025,salad,leafy_veg,0.3506753146648407,4539.673828125,13893.982421875,0.3095274865627289,0.5019794702529907,0.6293812394142151,0.3234410583972931,3943.755859375,14930.294921875,0.3168756365776062,0.5292137861251831,0.6566154956817627,0.27126598358154297,2962.81396484375,17076.361328125,0.3363160490989685,0.5813888311386108,0.7087906002998352,0.4122723340988159,13765.58203125,42130.5078125,0.9930025935173035,1.5221446752548218,1.9084630012512207,0.3296903669834137,11958.5908203125,45272.90234375,1.0152842998504639,1.6047266721725464,1.9910449981689453,0.17148061096668243,8984.09375,51780.38671875,1.0742331743240356,1.7629363536834717,2.14925479888916,0.0,0.0,0.0,0.11487828074683397,0.0,0.0,0.0,0.8415397193532779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056980294662372984,0.0,0.0,0.0,0.0,0.0,0.022308244206030066,risotto,0.1534619927406311,starch_main,1.5405675172805786,seaweed_salad,0.1018851026892662,ceviche,0.07526594400405884,guacamole,0.06530263274908066,sushi,0.056952692568302155
dish_1561662054,nutrition5k\imagery\realsense_overhead\dish_1561662054\rgb.png,292.0,20,20,0.4694475635886192,0.986213207244873,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3897.0,2.0,228.7715539932251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.0,8.0,28.530157512053847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2674.0,10.0,69.36090505123138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7569,87.0,8.931948346431495,0.024638671875,3,7569,1946.2438497543335,0.00199822320880097,0.7035694366982711,98.16898753730959,pudding,dessert,0.3415246399788611,seaweed,seaweed,0.1984410093803673,pudding,dessert,0.1733386180472982,pudding,dessert,0.15082132816314697,279.84747314453125,707.3897094726562,0.13136827945709229,0.197319895029068,0.29319652915000916,0.17197644710540771,350.0543212890625,617.4735107421875,0.1287643164396286,0.17616477608680725,0.2720414102077484,0.17718598246574402,367.9352722167969,595.9234619140625,0.12827956676483154,0.17718598246574402,0.2668318748474121,-0.29940930008888245,871.15380859375,1748.1207275390625,0.35104453563690186,0.5643938779830933,0.7299937009811401,-0.24713020026683807,1044.6507568359375,1525.917236328125,0.3446095287799835,0.5790067911148071,0.6791061162948608,-0.23425626754760742,1088.838623046875,1472.662353515625,0.3434116542339325,0.5802324414253235,0.666232168674469,0.0,0.0,0.0,0.5148632580261593,0.0,0.0,0.0,0.15378517637732858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3532831285506672,0.0,0.0,0.0,0.0,0.0,0.0,beet_salad,0.1676209568977356,salad,1.544752597808838,seaweed_salad,0.09402470290660858,risotto,0.08573844283819199,greek_salad,0.07101873308420181,ceviche,0.0657457783818245
dish_1562008979,nutrition5k\imagery\realsense_overhead\dish_1562008979\rgb.png,290.0,15,15,0.43098560174306233,0.8071334958076477,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34668.0,13.0,1167.330018993467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3782.0,2.0,128.67674881219864,27210,164.9545391918634,10.211376582296397,0.08857421875,3,27210,4743.631921410561,0.0012092234925325305,0.6756639310678768,186.13126554193892,salad,leafy_veg,0.2979419331128262,bean sprouts,leafy_veg,0.1898566703417861,bean sprouts,leafy_veg,0.15549430356486585,salad,leafy_veg,0.5493451356887817,5673.8359375,760.7125854492188,0.23869241774082184,0.40939342975616455,0.5015369653701782,0.51563960313797,5131.47412109375,1135.4783935546875,0.2325330674648285,0.3756878972053528,0.46783143281936646,0.4762328267097473,4515.4794921875,1591.7423095703125,0.2266627997159958,0.33683526515960693,0.4284246563911438,0.41575679183006287,12886.65625,1727.763671875,0.5422025322914124,0.9298317432403564,1.1391119956970215,0.33920344710350037,11654.822265625,2578.9462890625,0.5282132029533386,0.853278398513794,1.062558650970459,0.2497010976076126,10255.75,3615.23291015625,0.514880359172821,0.765034556388855,0.9730563163757324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.274090407938258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13899301727306138,risotto,0.2648389935493469,starch_main,1.2413514852523804,seaweed_salad,0.060600440949201584,tacos,0.04637189581990242,guacamole,0.04083835333585739,falafel,0.037646882236003876
dish_1560455030,nutrition5k\imagery\realsense_overhead\dish_1560455030\rgb.png,103.0,12,11,0.36481408526500064,0.5402559638023376,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16236.0,9.0,303.6235950285336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,2.0,2.573144592344761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16094,126.86212988910441,9.686263943732909,0.05238932291666667,3,16094,4254.311073303223,0.0008892124049751522,0.7631828528072838,143.14858446023038,salad,leafy_veg,0.31086119050577854,salad,leafy_veg,0.24474959612277866,salad,leafy_veg,0.21380638747359265,salad,leafy_veg,0.1072448194026947,375.656494140625,221.48153686523438,0.03897296264767647,0.059814244508743286,0.08721931278705597,0.10607174783945084,366.26715087890625,230.97158813476562,0.038979217410087585,0.05877811089158058,0.08659006655216217,0.1000731885433197,321.93951416015625,283.1847839355469,0.03946918621659279,0.05641840398311615,0.0821753591299057,0.082158163189888,2648.707275390625,1561.6390380859375,0.27479493618011475,0.42174282670021057,0.6149725914001465,0.07388697564601898,2582.50439453125,1628.55224609375,0.27483904361724854,0.4144371747970581,0.6105358600616455,0.03159191086888313,2269.955810546875,1996.70068359375,0.27829375863075256,0.3977992534637451,0.5794082880020142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0088231639120169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008698893997763142,0.0,0.0,0.0,0.0,0.0,0.0,tuna_tartare,0.13360942900180817,seafood,1.4898312091827393,tacos,0.09229578077793121,seaweed_salad,0.0656554326415062,frozen_yogurt,0.040686365216970444,sushi,0.034716323018074036
dish_1558372433,nutrition5k\imagery\realsense_overhead\dish_1558372433\rgb.png,143.0,8,8,0.49252596497535706,0.7075958251953125,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38273.0,6.0,5173.920129299164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38534.0,2.0,1343.2420654296875,67031,258.9034569101,11.112925396293122,0.21819986979166667,3,67031,9591.381592392921,0.0007286405873823492,0.6019522971371098,292.14126706636756,celery stick,vegetable,0.31012516596798495,celery stick,vegetable,0.26474317852933715,salad,leafy_veg,0.1394429443093494,celery stick,vegetable,0.871851921081543,9964.568359375,3304.6953125,0.19962415099143982,0.20142951607704163,0.8092228174209595,0.861452043056488,9738.93359375,3776.1748046875,0.20329178869724274,0.1910296380519867,0.7988229990005493,0.8628963828086853,9769.642578125,3710.067626953125,0.20276369154453278,0.19247397780418396,0.8002673387527466,0.20074652135372162,24965.642578125,8488.57421875,0.5100722908973694,0.5067634582519531,2.0274605751037598,0.17469027638435364,24400.328125,9669.8359375,0.5192612409591675,0.4879681468009949,2.001404285430908,0.17830894887447357,24477.265625,9504.2109375,0.5179382562637329,0.4899711012840271,2.0050230026245117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5709746236815801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5748683444973222,frozen_yogurt,0.11801304668188095,dairy_dessert,1.5553338527679443,lobster_bisque,0.07303957641124725,panna_cotta,0.06379370391368866,foie_gras,0.053037773817777634,ice_cream,0.049864280968904495
dish_1565640549,nutrition5k\imagery\realsense_overhead\dish_1565640549\rgb.png,139.0,14,14,0.4043036379984447,0.6157171726226807,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3625.0,2.0,123.26756381988525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36950.0,9.0,2872.347504377365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,2.0,4.215196795761585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,1.0,17.250718474388123,36155,190.14468175576198,10.4955981889183,0.11769205729166667,5,36155,8427.821071386337,0.0005090234059570033,0.6498606992001438,214.555297627208,salad,leafy_veg,0.32947033605310466,salad,leafy_veg,0.2310607108283778,salad,leafy_veg,0.14291246024063062,salad,leafy_veg,0.38297516107559204,2505.273681640625,1943.205810546875,0.13154232501983643,0.14682801067829132,0.3906738758087158,0.39283430576324463,2710.801025390625,1792.2757568359375,0.13305242359638214,0.15660157799720764,0.38329756259918213,0.3821030855178833,2487.43310546875,1956.8948974609375,0.13142749667167664,0.14604692161083221,0.39154595136642456,0.21810252964496613,7363.142578125,5711.19140625,0.39170393347740173,0.43153589963912964,1.1511894464492798,0.24707907438278198,7967.1982421875,5267.6015625,0.39614221453666687,0.46026092767715454,1.1265333890914917,0.21553941071033478,7310.70703125,5751.42626953125,0.39136645197868347,0.4292401671409607,1.1532530784606934,0.0,0.0,0.0,0.10026275757156687,0.0,0.0,0.0,1.021988659936385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007025307702945651,0.0,0.0,0.0,0.0,0.0,0.007191259853408934,frozen_yogurt,0.3672812283039093,dairy_dessert,0.943490743637085,tacos,0.03553696721792221,risotto,0.032277170568704605,ceviche,0.032204519957304,ice_cream,0.031884897500276566
dish_1563207364,nutrition5k\imagery\realsense_overhead\dish_1563207364\rgb.png,271.0,12,12,0.4149974286556244,0.718550443649292,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13957.0,3.0,601.0426750183105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456.0,2.0,20.900604248046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9777.0,3.0,1156.2658185958862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679.0,4.0,20.606861352920532,16290,127.63228431709588,9.69836808706617,0.05302734375,5,16290,2616.5007687807083,0.002379465163742637,0.7020038784744667,144.0176106722223,pudding,dessert,0.35905463474524246,seaweed,seaweed,0.3282381829343155,pudding,dessert,0.25438919582565994,pudding,dessert,0.2945421040058136,1197.8446044921875,284.79254150390625,0.09151610732078552,0.11883984506130219,0.2945421040058136,0.29610955715179443,1213.501708984375,274.9156799316406,0.09187094122171402,0.11918092519044876,0.29610955715179443,0.2896798849105835,1150.787353515625,316.9407958984375,0.09060088545084,0.12047703564167023,0.2896798849105835,0.07997363805770874,7146.05810546875,1604.6575927734375,0.5482128858566284,0.6696007251739502,1.9872115850448608,0.0888054370880127,7234.2763671875,1549.0064697265625,0.5502120852470398,0.6715224981307983,1.99604332447052,0.05257749184966087,6880.91357421875,1785.796630859375,0.5430560111999512,0.6788254976272583,1.9598153829574585,0.0,0.0,0.0,0.8567833026396562,0.0,0.0,0.0,0.08937998772252916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6001841620626152,0.0,0.0,0.0,0.0,0.0,0.10306936771025169,frozen_yogurt,0.21153892576694489,dairy_dessert,1.3718531131744385,ice_cream,0.1089143231511116,sushi,0.06228162720799446,risotto,0.04254491627216339,cheese_plate,0.03023414872586727
dish_1561575474,nutrition5k\imagery\realsense_overhead\dish_1561575474\rgb.png,183.0,19,19,0.449604260294061,0.8879028558731079,480,640,307200,0.0,0.0,0.0,7565.0,1.0,276.0437927246094,0.0,0.0,0.0,5938.0,3.0,634.8486976623535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83644.0,6.0,12708.861785590649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,6.0,35.47363996505737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,3.0,17.863572359085083,71805,267.9645498941978,11.181723317004527,0.233740234375,7,71805,10451.569530129433,0.0006573424185270814,0.6542477585829871,302.36561562073877,salad,leafy_veg,0.6740895480816099,salad,leafy_veg,0.26417380405264257,salad,leafy_veg,0.13092403036000277,salad,leafy_veg,0.29573261737823486,8096.4306640625,5112.08447265625,0.1877162903547287,0.2794972360134125,0.33230191469192505,0.3256860375404358,9368.59765625,4233.44580078125,0.19319681823253632,0.292901873588562,0.3256860375404358,0.36564674973487854,11245.7685546875,3241.2373046875,0.2055213302373886,0.3194690942764282,0.36564674973487854,-0.3575429916381836,18868.611328125,11793.4345703125,0.43764355778694153,0.6447921991348267,0.7836147546768188,-0.2884412407875061,21803.466796875,9766.439453125,0.4502869248390198,0.6757162809371948,0.8078384399414062,-0.19625303149223328,26134.044921875,7477.443359375,0.4787192642688751,0.7370061874389648,0.8861978054046631,0.0,0.105354780307778,0.0,0.08269619107304506,0.0,0.0,0.0,1.1648770976951466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015876331731773552,0.0,0.0,0.0,0.0,0.0,0.009108000835596406,sushi,0.25645503401756287,starch_main,1.3335163593292236,frozen_yogurt,0.20058979094028473,ice_cream,0.08509498834609985,risotto,0.03550507128238678,clam_chowder,0.03525750711560249
dish_1563216717,nutrition5k\imagery\realsense_overhead\dish_1563216717\rgb.png,332.0,15,15,0.45138943990071617,0.8326855897903442,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23568.0,4.0,2465.5020117759705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,2.0,9.099609471857548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32280.0,9.0,1429.5075753331184,51941,227.9056822459677,10.857882990443828,0.16907877604166666,5,51941,8665.769334435463,0.0006916654097032536,0.6681717608315324,257.1640239090396,salad,leafy_veg,0.4128915500279163,celery stick,vegetable,0.3427542788933598,white radish,vegetable,0.0802641458578002,salad,leafy_veg,0.20427918434143066,1956.7899169921875,15061.69921875,0.32798752188682556,0.7262189388275146,0.7957208156585693,0.20003348588943481,1872.2679443359375,15197.703125,0.32897868752479553,0.7304646372795105,0.7999665141105652,0.20123529434204102,1895.863525390625,15158.8759765625,0.3286854326725006,0.7292628288269043,0.798764705657959,0.3536774218082428,8019.693359375,62158.71875,1.3534544706344604,2.976330041885376,3.3646161556243896,0.3362768888473511,7673.28955078125,62716.125,1.3575166463851929,2.9937305450439453,3.382016658782959,0.34120237827301025,7769.9931640625,62556.9921875,1.356314778327942,2.9888052940368652,3.377091407775879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4537455959646522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022102000346547045,0.0,0.0,0.0,0.0,0.0,0.6214743651450685,sushi,0.23059457540512085,starch_main,1.344640851020813,ceviche,0.05604805797338486,ice_cream,0.051251765340566635,falafel,0.050536591559648514,steak,0.04801305755972862
dish_1565972591,nutrition5k\imagery\realsense_overhead\dish_1565972591\rgb.png,122.0,7,7,0.43910798004695345,0.7704076170921326,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,1.0,12.20975112915039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24052.0,3.0,1472.3219146728516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10538.0,2.0,419.9688949584961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,1.0,0.0,34656,186.16122045152153,10.453255004416736,0.1128125,4,34656,5884.430030941963,0.0010008514633778494,0.6824532556147416,210.06044287857196,salad,leafy_veg,0.31151892890120036,salad,leafy_veg,0.2734591412742382,seaweed,seaweed,0.18005540166204986,salad,leafy_veg,0.25239798426628113,2122.696533203125,10090.51953125,0.3525114357471466,0.7178882956504822,0.7476019859313965,0.24760600924491882,2053.74267578125,10187.63671875,0.35332411527633667,0.7226802706718445,0.7523939609527588,0.24967491626739502,2083.461669921875,10145.65625,0.35297030210494995,0.7206113338470459,0.750325083732605,0.23400194942951202,8102.9423828125,39791.4140625,1.3863556385040283,2.7403862476348877,3.091564655303955,0.21570968627929688,7839.7275390625,40162.1328125,1.3894575834274292,2.758678436279297,3.109856605529785,0.22360725700855255,7953.17236328125,40001.8828125,1.3881068229675293,2.7507808208465576,3.101959228515625,0.0,0.0,0.0,0.01858264081255771,0.0,0.0,0.0,0.6940212373037857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30407433056325023,0.0,0.0,0.0,0.0,0.0,0.02594067405355494,frozen_yogurt,0.47298577427864075,dairy_dessert,1.0944756269454956,sushi,0.0954156294465065,escargots,0.06048757955431938,shrimp_and_grits,0.056024059653282166,clam_chowder,0.0338318906724453
