dish_id,image_path,mass,calories,fat,carb,protein,n_masks_raw,n_masks_kept,seg_conf_mean,seg_conf_max,n_plate_masks,plate_conf_mean,plate_conf_max,image_h,image_w,image_area_px,area_group_bread,count_group_bread,pvol_group_bread,area_group_dairy_dessert,count_group_dairy_dessert,pvol_group_dairy_dessert,area_group_dairy_fat,count_group_dairy_fat,pvol_group_dairy_fat,area_group_dessert,count_group_dessert,pvol_group_dessert,area_group_fruit,count_group_fruit,pvol_group_fruit,area_group_fruit_dried,count_group_fruit_dried,pvol_group_fruit_dried,area_group_fruit_fat,count_group_fruit_fat,pvol_group_fruit_fat,area_group_leafy_veg,count_group_leafy_veg,pvol_group_leafy_veg,area_group_liquid,count_group_liquid,pvol_group_liquid,area_group_meat,count_group_meat,pvol_group_meat,area_group_meat_processed,count_group_meat_processed,pvol_group_meat_processed,area_group_mixed_main,count_group_mixed_main,pvol_group_mixed_main,area_group_mushroom,count_group_mushroom,pvol_group_mushroom,area_group_nuts,count_group_nuts,pvol_group_nuts,area_group_protein,count_group_protein,pvol_group_protein,area_group_sauce,count_group_sauce,pvol_group_sauce,area_group_seafood,count_group_seafood,pvol_group_seafood,area_group_seaweed,count_group_seaweed,pvol_group_seaweed,area_group_starch,count_group_starch,pvol_group_starch,area_group_starch_legume,count_group_starch_legume,pvol_group_starch_legume,area_group_starch_main,count_group_starch_main,pvol_group_starch_main,area_group_starch_veg,count_group_starch_veg,pvol_group_starch_veg,area_group_unknown,count_group_unknown,pvol_group_unknown,area_group_vegetable,count_group_vegetable,pvol_group_vegetable,area_px,sqrt_area,log_area,area_ratio,n_unique_seg_classes,union_area_px,union_perimeter,union_compactness,union_solidity,union_equiv_diameter,plate_area_px,plate_perimeter,plate_compactness,plate_solidity,plate_equiv_diameter,plate_area_ratio,food_to_plate_area_ratio,food_plate_intersection_px,food_in_plate_ratio,plate_covered_by_food_ratio,top1_seg_class,top1_density_group,top1_area_ratio,top2_seg_class,top2_density_group,top2_area_ratio,top3_seg_class,top3_density_group,top3_area_ratio,dominant_seg_class,dominant_density_group,union_p05p95_ring015_plate_depth,union_p05p95_ring015_vol_plate_minus_food,union_p05p95_ring015_vol_food_minus_plate,union_p05p95_ring015_mean_abs_height,union_p05p95_ring015_p75_abs_height,union_p05p95_ring015_p95_abs_height,union_p05p95_ring035_plate_depth,union_p05p95_ring035_vol_plate_minus_food,union_p05p95_ring035_vol_food_minus_plate,union_p05p95_ring035_mean_abs_height,union_p05p95_ring035_p75_abs_height,union_p05p95_ring035_p95_abs_height,union_p05p95_ring070_plate_depth,union_p05p95_ring070_vol_plate_minus_food,union_p05p95_ring070_vol_food_minus_plate,union_p05p95_ring070_mean_abs_height,union_p05p95_ring070_p75_abs_height,union_p05p95_ring070_p95_abs_height,union_iqrz_ring015_plate_depth,union_iqrz_ring015_vol_plate_minus_food,union_iqrz_ring015_vol_food_minus_plate,union_iqrz_ring015_mean_abs_height,union_iqrz_ring015_p75_abs_height,union_iqrz_ring015_p95_abs_height,union_iqrz_ring035_plate_depth,union_iqrz_ring035_vol_plate_minus_food,union_iqrz_ring035_vol_food_minus_plate,union_iqrz_ring035_mean_abs_height,union_iqrz_ring035_p75_abs_height,union_iqrz_ring035_p95_abs_height,union_iqrz_ring070_plate_depth,union_iqrz_ring070_vol_plate_minus_food,union_iqrz_ring070_vol_food_minus_plate,union_iqrz_ring070_mean_abs_height,union_iqrz_ring070_p75_abs_height,union_iqrz_ring070_p95_abs_height,area_ratio_group_bread,area_ratio_group_dairy_dessert,area_ratio_group_dairy_fat,area_ratio_group_dessert,area_ratio_group_fruit,area_ratio_group_fruit_dried,area_ratio_group_fruit_fat,area_ratio_group_leafy_veg,area_ratio_group_liquid,area_ratio_group_meat,area_ratio_group_meat_processed,area_ratio_group_mixed_main,area_ratio_group_mushroom,area_ratio_group_nuts,area_ratio_group_protein,area_ratio_group_sauce,area_ratio_group_seafood,area_ratio_group_seaweed,area_ratio_group_starch,area_ratio_group_starch_legume,area_ratio_group_starch_main,area_ratio_group_starch_veg,area_ratio_group_unknown,area_ratio_group_vegetable,food101_top1,food101_top1_conf,food101_dish_group,food101_entropy,food101_top2,food101_top2_conf,food101_top3,food101_top3_conf,food101_top4,food101_top4_conf,food101_top5,food101_top5_conf
dish_1561662216,nutrition5k\imagery\realsense_overhead\dish_1561662216\rgb.png,193.0,300.794281,12.387489,28.21829,18.63397,19,19,0.39071429716913325,0.9001530408859253,1,0.9803633093833923,0.9803633093833923,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4536.0,3.0,200.63405227661133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57611.0,4.0,8699.852710723877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3402.0,9.0,40.679849055974046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.0,3.0,26.93546251952648,63840,252.6657871576601,11.06415089616141,0.2078125,6,63840,9400.601937413216,0.0007224063454300876,0.5327702970544913,285.10281046649254,191219,1677.4528793096542,0.06795640310719946,1.0005127641651101,493.42435337619185,0.6224576822916666,0.33385803711974227,37381,0.5855419799498747,0.19548789607727265,salad,leafy_veg,0.5887374686716792,bean sprouts,leafy_veg,0.17221177944862157,salad,leafy_veg,0.10751879699248121,salad,leafy_veg,0.3884090781211853,5003.208984375,12755.3984375,0.28034552931785583,0.4584192633628845,0.5873383283615112,0.3600613474845886,4321.7939453125,13883.701171875,0.28734561800956726,0.4867669939994812,0.6156860589981079,0.3204072415828705,3510.76513671875,15604.19140625,0.30159157514572144,0.526421070098877,0.6553401947021484,0.5261662006378174,15165.87890625,38664.55078125,0.9008095860481262,1.3895742893218994,1.7803577184677124,0.44023773074150085,13100.3515625,42084.6953125,0.9220285415649414,1.4755027294158936,1.8662861585617065,0.32003700733184814,10641.9384765625,47299.89453125,0.9652112722396851,1.595703363418579,1.9864869117736816,0.0,0.0,0.0,0.07105263157894737,0.0,0.0,0.0,0.9024279448621554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053289473684210525,0.0,0.0,0.0,0.0,0.0,0.020786340852130325,risotto,0.15322941541671753,starch_main,1.5407394170761108,seaweed_salad,0.10209895670413971,ceviche,0.07520296424627304,guacamole,0.06533744186162949,sushi,0.05692309886217117
dish_1561662054,nutrition5k\imagery\realsense_overhead\dish_1561662054\rgb.png,292.0,419.438782,23.838249,26.351543,25.910593,18,18,0.49013376235961914,0.9862176775932312,1,0.8253158926963806,0.8253158926963806,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3921.0,2.0,236.48784923553467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.0,6.0,26.15542950294912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2657.0,10.0,68.49876713752747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7541,86.83893136145792,8.928242677818302,0.024547526041666667,3,7541,1952.2438496351242,0.0019786127996019205,0.6958567869336533,97.98724104110627,173559,1610.759447336197,0.06689378418746572,1.0026197896658395,470.087419683499,0.564970703125,0.04344920171238599,7378,0.9783848295981965,0.042510039813550435,pudding,dessert,0.34332316668876806,seaweed,seaweed,0.2024930380586129,pudding,dessert,0.17663439862087257,pudding,dessert,0.14702272415161133,269.6252136230469,717.869384765625,0.1318279504776001,0.1997644007205963,0.29709139466285706,0.16657964885234833,333.75787353515625,634.523193359375,0.12928009033203125,0.18020747601985931,0.27753448486328125,0.1708485186100006,348.3672790527344,616.9410400390625,0.128885880112648,0.17593860626220703,0.2732656002044678,-0.30888330936431885,849.6723022460938,1773.93359375,0.35272425413131714,0.5596479773521423,0.7388613224029541,-0.2605559825897217,1008.1510009765625,1567.97607421875,0.34642815589904785,0.578181266784668,0.6924566030502319,-0.25000715255737305,1044.25244140625,1524.5286865234375,0.34545403718948364,0.5803930163383484,0.6820897459983826,0.0,0.0,0.0,0.5199575653096407,0.0,0.0,0.0,0.149714891924148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35234053839013396,0.0,0.0,0.0,0.0,0.0,0.0,beet_salad,0.16781695187091827,salad,1.5444971323013306,seaweed_salad,0.09408848732709885,risotto,0.08563921600580215,greek_salad,0.07108530402183533,ceviche,0.06565497815608978
dish_1562008979,nutrition5k\imagery\realsense_overhead\dish_1562008979\rgb.png,290.0,382.936646,22.224644,10.17357,35.345387,16,16,0.41894846968352795,0.8084841370582581,2,0.6143443584442139,0.8063255548477173,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34500.0,13.0,1177.538421297446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4228.0,3.0,132.2849041223526,27458,165.7045563646335,10.220449262052888,0.08938151041666667,4,27458,4872.744619846344,0.0011564359908330843,0.6780925098165115,186.97756929465658,190184,1685.3351296186447,0.06695783926213249,1.0005129243791642,492.08717680499683,0.6190885416666667,0.14437597274218653,20380,0.742224488309418,0.10715938249274387,salad,leafy_veg,0.29510525165707624,bean sprouts,leafy_veg,0.1858110568868818,bean sprouts,leafy_veg,0.1532886590429019,salad,leafy_veg,0.544979989528656,5654.701171875,805.1432495117188,0.23735113441944122,0.403749942779541,0.49653980135917664,0.5120646357536316,5118.7314453125,1172.963134765625,0.23122721910476685,0.3708345890045166,0.4636244475841522,0.4726353585720062,4492.833984375,1629.714599609375,0.22506703436374664,0.33196210861206055,0.42419517040252686,0.40569907426834106,12842.90625,1828.6329345703125,0.5391451716423035,0.9169931411743164,1.1277365684509277,0.33094197511672974,11625.615234375,2664.0224609375,0.5252366065979004,0.8422360420227051,1.0529794692993164,0.24139052629470825,10204.08203125,3701.392578125,0.511245608329773,0.7539491653442383,0.9634280204772949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2564644183844418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15398062495447593,risotto,0.26432862877845764,starch_main,1.2427220344543457,seaweed_salad,0.060776498168706894,tacos,0.046388134360313416,guacamole,0.04087485000491142,falafel,0.03769626095890999
dish_1560455030,nutrition5k\imagery\realsense_overhead\dish_1560455030\rgb.png,103.0,20.59,0.148,4.625,0.956,12,11,0.36372529218594235,0.5408161282539368,1,0.9094182848930359,0.9094182848930359,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16305.0,9.0,304.7531669390155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,2.0,2.445888005197048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16151,127.08658465786229,9.689799159992674,0.052574869791666666,3,16151,4200.127307057381,0.0009155340664398665,0.7668312600892603,143.401854545252,188157,1666.1564147472382,0.06777801428152516,1.0018636153072036,489.45779493101753,0.612490234375,0.08583789069766205,15402,0.953625162528636,0.08185717246767327,salad,leafy_veg,0.3098260169648938,salad,leafy_veg,0.2467958640331868,salad,leafy_veg,0.2150331248839081,salad,leafy_veg,0.10669095069169998,374.9215087890625,227.16697692871094,0.03914502635598183,0.059568338096141815,0.08674168586730957,0.10614654421806335,370.54742431640625,231.58563232421875,0.039147790521383286,0.05909852311015129,0.08647818863391876,0.1002354770898819,326.35650634765625,282.8643798828125,0.039586637169122696,0.056595027446746826,0.08226238936185837,0.07796691358089447,2643.220703125,1601.5419921875,0.27597641944885254,0.4199606478214264,0.611534595489502,0.07412879914045334,2612.38330078125,1632.69384765625,0.2759958803653717,0.4166484475135803,0.6096768379211426,0.03245541825890541,2300.834716796875,1994.2119140625,0.27908971905708313,0.3989986479282379,0.5799552202224731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0095350133118692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007925205869605597,0.0,0.0,0.0,0.0,0.0,0.0,tuna_tartare,0.13368406891822815,seafood,1.4897606372833252,tacos,0.09226413816213608,seaweed_salad,0.06572507321834564,frozen_yogurt,0.04068823158740997,sushi,0.03470368683338165
dish_1558372433,nutrition5k\imagery\realsense_overhead\dish_1558372433\rgb.png,143.0,74.360001,0.286,0.429,20.02,8,8,0.4929228201508522,0.7082789540290833,1,0.9725788235664368,0.9725788235664368,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38118.0,6.0,5208.283841609955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38299.0,2.0,1330.8408584594727,66726,258.3137626995511,11.108364947596469,0.21720703125,3,66726,9632.310525536537,0.0007191742702906358,0.6015470051566838,291.47586840422736,54835,871.0924886465073,0.07226521682240442,1.0026421407739918,264.231130708614,0.17849934895833333,1.2168505516549648,12652,0.18961124599106796,0.2307285492842163,celery stick,vegetable,0.30974432754848186,celery stick,vegetable,0.2642298354464527,salad,leafy_veg,0.14130923478104487,celery stick,vegetable,0.8715303540229797,9992.1201171875,3300.18310546875,0.2008625566959381,0.20194123685359955,0.810005784034729,0.8612340092658997,9769.1591796875,3764.25537109375,0.204475998878479,0.19164489209651947,0.7997094392776489,0.8629570603370667,9805.765625,3685.89013671875,0.2038501799106598,0.19336794316768646,0.8014324903488159,0.1999342441558838,25026.490234375,8473.40234375,0.5130778551101685,0.5078830718994141,2.0287587642669678,0.17414581775665283,24468.056640625,9635.7275390625,0.5221282243728638,0.48926258087158203,2.0029702186584473,0.17846138775348663,24559.7421875,9439.4521484375,0.5205607414245605,0.4917702376842499,2.0072858333587646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5712615771962953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5739741629949345,frozen_yogurt,0.11821717023849487,dairy_dessert,1.555148720741272,lobster_bisque,0.07301881164312363,panna_cotta,0.06379828602075577,foie_gras,0.05309911444783211,ice_cream,0.04987208545207977
dish_1565640549,nutrition5k\imagery\realsense_overhead\dish_1565640549\rgb.png,139.0,45.482903,1.568471,7.043886,2.641478,15,15,0.3939100444316864,0.6136031746864319,2,0.9651540517807007,0.9840928316116333,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3621.0,2.0,125.04158210754395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42855.0,10.0,3171.855098128319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,2.0,4.211001962423325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,1.0,22.01173973083496,39802,199.5043859167011,10.591697565316256,0.12956380208333335,5,39802,9056.504397273064,0.00048527027622612416,0.637816789122405,225.1165928125889,222185,2485.033613681793,0.03597909214518786,1.0014265206642674,531.8784901149718,0.7232584635416667,0.17913900578346872,34045,0.8553590271845636,0.15322816571775771,salad,leafy_veg,0.2937289583438018,salad,leafy_veg,0.2084819858298578,salad,leafy_veg,0.15431385357519722,salad,leafy_veg,0.3977600932121277,2828.6611328125,2056.464111328125,0.13116246461868286,0.14962132275104523,0.36856749653816223,0.4025849997997284,2933.7646484375,1969.52685546875,0.13161887228488922,0.15381409227848053,0.3645690381526947,0.3845791518688202,2548.8115234375,2301.2421875,0.13028129935264587,0.1441245675086975,0.3807663917541504,0.26119211316108704,8311.654296875,6042.6513671875,0.3900045156478882,0.43964284658432007,1.082987666130066,0.2753693759441376,8620.4853515625,5787.19873046875,0.3913456201553345,0.4519626498222351,1.0712387561798096,0.22246156632900238,7489.3505859375,6761.900390625,0.38741534948349,0.4234912395477295,1.1188325881958008,0.0,0.0,0.0,0.0909753278729712,0.0,0.0,0.0,1.0767046882066227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006356464499271393,0.0,0.0,0.0,0.0,0.0,0.00640671323049093,frozen_yogurt,0.36708658933639526,dairy_dessert,0.943723201751709,tacos,0.035514719784259796,risotto,0.03226641193032265,ceviche,0.03221426531672478,ice_cream,0.031902436167001724
dish_1563207364,nutrition5k\imagery\realsense_overhead\dish_1563207364\rgb.png,271.0,309.269989,13.774,30.657,15.01,12,12,0.4142320975661278,0.7199265956878662,2,0.9534783959388733,0.9782052636146545,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13895.0,3.0,586.147066116333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441.0,2.0,20.719369292259216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9761.0,3.0,1152.9056730270386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.0,4.0,20.211443066596985,16195,127.25957724273643,9.692519577152051,0.052718098958333334,5,16195,2613.8144767284393,0.0023704534670237506,0.7028317239882825,143.597055774086,222492,2577.158503293991,0.03349902294337734,1.0021891300235128,532.2458198870291,0.7242578125,0.07278913399133452,16195,1.0,0.07278913399133452,pudding,dessert,0.3595554183389935,seaweed,seaweed,0.3291139240506329,pudding,dessert,0.25588144489039827,pudding,dessert,0.29332178831100464,1176.945068359375,289.9794921875,0.09108179062604904,0.11817781627178192,0.29332178831100464,0.2950380742549896,1193.748046875,278.9874267578125,0.0914406105875969,0.11788597702980042,0.2950380742549896,0.28978103399276733,1143.15673828125,313.53375244140625,0.09044986218214035,0.11952564120292664,0.28978103399276733,0.07334551960229874,7027.83251953125,1633.7030029296875,0.5458570718765259,0.6657971143722534,1.981093168258667,0.08301468938589096,7122.498046875,1571.7762451171875,0.5478785634040833,0.6641530990600586,1.9907623529434204,0.05339721590280533,6837.47265625,1766.40576171875,0.542296826839447,0.673390805721283,1.9611448049545288,0.0,0.0,0.0,0.8579808582895956,0.0,0.0,0.0,0.08897807965421427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602716887928373,0.0,0.0,0.0,0.0,0.0,0.1015128125964804,frozen_yogurt,0.21165049076080322,dairy_dessert,1.3714513778686523,ice_cream,0.1090003028512001,sushi,0.06222886964678764,risotto,0.042478784918785095,cheese_plate,0.03021787852048874
dish_1561575474,nutrition5k\imagery\realsense_overhead\dish_1561575474\rgb.png,183.0,120.058434,4.966118,17.412746,2.990431,19,19,0.4492608136252353,0.8886045217514038,1,0.9810769557952881,0.9810769557952881,480,640,307200,0.0,0.0,0.0,7480.0,1.0,275.28724670410156,0.0,0.0,0.0,5910.0,3.0,633.9873161315918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83196.0,6.0,12585.478728294373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.0,6.0,35.109432369470596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0,3.0,18.057955503463745,71403,267.21339786769676,11.176109169167443,0.232431640625,7,71403,10369.628405451775,0.0006640336250138312,0.6830110530267884,301.51803132271345,188975,1668.4406867027283,0.06788640487562882,1.0006910447484572,490.5205836316427,0.6151529947916666,0.3778436301098029,63209,0.8852429169642733,0.3344833972747718,salad,leafy_veg,0.6744114392952677,salad,leafy_veg,0.2625659986275086,salad,leafy_veg,0.13213730515524558,salad,leafy_veg,0.2953099012374878,7997.73974609375,5102.8837890625,0.18724274635314941,0.27872148156166077,0.33325234055519104,0.32456064224243164,9228.322265625,4244.876953125,0.19246068596839905,0.2919318675994873,0.32456064224243164,0.3630133271217346,11012.173828125,3283.090576171875,0.2039737105369568,0.3168206214904785,0.3630133271217346,-0.35863423347473145,18637.79296875,11773.6142578125,0.436538428068161,0.6430794596672058,0.7847738862037659,-0.29114556312561035,21477.0546875,9793.98046875,0.4485774636268616,0.6735590696334839,0.8058391809463501,-0.2024257481098175,25592.8359375,7574.90234375,0.47514086961746216,0.7309834957122803,0.8799028396606445,0.0,0.10475750318614063,0.0,0.08276963152808706,0.0,0.0,0.0,1.1651611276837108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015755640519305912,0.0,0.0,0.0,0.0,0.0,0.009257314118454407,sushi,0.2564844787120819,starch_main,1.3333947658538818,frozen_yogurt,0.20055143535137177,ice_cream,0.08524598926305771,risotto,0.035449765622615814,clam_chowder,0.03520361706614494
dish_1563216717,nutrition5k\imagery\realsense_overhead\dish_1563216717\rgb.png,332.0,246.007996,5.636517,16.284782,33.06871,15,15,0.4510616679986318,0.8332051038742065,0,0.0,0.0,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23481.0,4.0,2486.064003944397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154.0,2.0,9.001150883734226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32254.0,9.0,1424.9031882882118,51817,227.6334773270399,10.855492858234276,0.16867513020833333,5,51817,8655.467817783356,0.0006916576321267522,0.6653953822842027,256.85687354934055,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,salad,leafy_veg,0.4126059015381053,celery stick,vegetable,0.34349730783333654,white radish,vegetable,0.08030183144527858,salad,leafy_veg,0.20375528931617737,1945.8101806640625,15010.84765625,0.3275775611400604,0.7266440391540527,0.796244740486145,0.1995079070329666,1861.8814697265625,15147.005859375,0.32858553528785706,0.7308914661407471,0.8004921078681946,0.20071528851985931,1885.3958740234375,15107.95703125,0.32828572392463684,0.729684054851532,0.7992846965789795,0.3513702154159546,7972.7451171875,61931.765625,1.3513798713684082,2.9773449897766113,3.365910530090332,0.33396703004837036,7628.8564453125,62489.6640625,1.3555101156234741,2.99474835395813,3.3833138942718506,0.338914155960083,7725.2060546875,62329.6640625,1.3542816638946533,2.9898011684417725,3.378366708755493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4531524403188143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022270683366462745,0.0,0.0,0.0,0.0,0.0,0.6224598104869058,sushi,0.2305622696876526,starch_main,1.344832181930542,ceviche,0.056048814207315445,ice_cream,0.05130506306886673,falafel,0.05055994167923927,steak,0.04801158979535103
dish_1565972591,nutrition5k\imagery\realsense_overhead\dish_1565972591\rgb.png,122.0,195.199997,12.2,3.66,17.08,7,7,0.4397423437663487,0.7727603316307068,2,0.8057393729686737,0.9585620760917664,480,640,307200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0,1.0,12.186201572418213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24026.0,3.0,1464.8453063964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10611.0,2.0,420.5165138244629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0,1.0,0.0,34656,186.16122045152153,10.453255004416736,0.1128125,4,34656,5896.513291120529,0.0009967537341411406,0.6848741156476028,210.06044287857196,220671,2687.526035785675,0.030552018096962764,1.0029383091428454,530.0632448833376,0.718330078125,0.15704827548703726,21847,0.630395891043398,0.09900258756247989,salad,leafy_veg,0.30941251154201294,salad,leafy_veg,0.2741228070175439,seaweed,seaweed,0.18221952908587258,salad,leafy_veg,0.2525844871997833,2136.27392578125,10079.962890625,0.3525944650173187,0.7178480625152588,0.7474155426025391,0.2478107362985611,2067.3046875,10176.431640625,0.3533879816532135,0.7226218581199646,0.7521892786026001,0.24959836900234222,2093.083984375,10140.2578125,0.35308805108070374,0.7208341956138611,0.7504016160964966,0.23438328504562378,8153.216796875,39745.921875,1.3864845037460327,2.7397098541259766,3.090555429458618,0.21616396307945251,7889.99169921875,40114.109375,1.3895131349563599,2.7579293251037598,3.1087749004364014,0.22298656404018402,7988.37890625,39976.0546875,1.3883686065673828,2.7511067390441895,3.101952314376831,0.0,0.0,0.0,0.018553785780240074,0.0,0.0,0.0,0.6932710064635272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30618074792243766,0.0,0.0,0.0,0.0,0.0,0.025738688827331487,frozen_yogurt,0.4731258749961853,dairy_dessert,1.094172477722168,sushi,0.0953323170542717,escargots,0.060505885630846024,shrimp_and_grits,0.05598209425806999,clam_chowder,0.033826734870672226
